average_meeting_duration,mice_combination,number_of_meetings,phase,room_id,total_meeting_duration
8125.666666666667,0065-0136670531_0065-0136660676,3,PHASE 2 light,4,24377
489868.03846153844,0065-0136670531_0065-0136660676,26,PHASE 3 dark,1,12736569
74487.425742574254,0065-0136670531_0065-0136660676,101,PHASE 3 dark,2,7523230
14950.692307692309,0065-0136670531_0065-0136660676,13,PHASE 3 dark,3,194359
23160.166666666668,0065-0136670531_0065-0136660676,6,PHASE 3 dark,4,138961
267836.68421052629,0065-0136670531_0065-0136660676,19,PHASE 3 light,1,5088897
782162.6333333333,0065-0136670531_0065-0136660676,30,PHASE 3 light,2,23464879
108550.71428571429,0065-0136670531_0065-0136667521,42,PHASE 1 dark,1,4559130
22781.054054054053,0065-0136670531_0065-0136667521,37,PHASE 1 dark,2,842899
86531.612903225803,0065-0136670531_0065-0136667521,124,PHASE 1 dark,3,10729920
11840.904761904761,0065-0136670531_0065-0136667521,42,PHASE 1 dark,4,497318
420990.80327868852,0065-0136670531_0065-0136667521,61,PHASE 1 light,1,25680439
39095.9375,0065-0136670531_0065-0136667521,16,PHASE 1 light,2,625535
11765.0,0065-0136670531_0065-0136667521,2,PHASE 1 light,3,23530
76364.75,0065-0136670531_0065-0136667521,8,PHASE 1 light,4,610918
169003.50746268657,0065-0136670531_0065-0136667521,134,PHASE 2 dark,1,22646470
488998.5,0065-0136670531_0065-0136667521,20,PHASE 2 dark,2,9779970
13517.25,0065-0136670531_0065-0136667521,4,PHASE 2 dark,3,54069
36019.740740740737,0065-0136670531_0065-0136667521,27,PHASE 2 dark,4,972533
3579.0,0065-0136670531_0065-0136667521,2,PHASE 2 light,1,7158
485690.47540983604,0065-0136670531_0065-0136667521,61,PHASE 2 light,2,29627119
7920.3999999999996,0065-0136670531_0065-0136667521,5,PHASE 2 light,3,39602
7476.0,0065-0136670531_0065-0136667521,3,PHASE 2 light,4,22428
468876.79999999999,0065-0136670531_0065-0136667521,10,PHASE 3 dark,1,4688768
110401.40659340659,0065-0136670531_0065-0136667521,91,PHASE 3 dark,2,10046528
14908.75,0065-0136670531_0065-0136667521,8,PHASE 3 dark,3,119270
123566.5,0065-0136670531_0065-0136667521,8,PHASE 3 dark,4,988532
774530.0,0065-0136670531_0065-0136667521,15,PHASE 3 light,1,11617950
619810.94736842101,0065-0136670531_0065-0136667521,38,PHASE 3 light,2,23552816
232265.21875,0065-0136670531_0065-0136661759,32,PHASE 1 dark,1,7432487
18141.216216216217,0065-0136670531_0065-0136661759,37,PHASE 1 dark,2,671225
211267.89887640451,0065-0136670531_0065-0136661759,89,PHASE 1 dark,3,18802843
14532.4,0065-0136670531_0065-0136661759,25,PHASE 1 dark,4,363310
673248.04651162785,0065-0136670531_0065-0136661759,43,PHASE 1 light,1,28949666
5064.333333333333,0065-0136670531_0065-0136661759,3,PHASE 1 light,2,15193
2626.3333333333335,0065-0136670531_0065-0136661759,3,PHASE 1 light,3,7879
69508.399999999994,0065-0136670531_0065-0136661759,25,PHASE 1 light,4,1737710
338039.1182795699,0065-0136670531_0065-0136661759,93,PHASE 2 dark,1,31437638
41686.875,0065-0136670531_0065-0136661759,8,PHASE 2 dark,2,333495
3365.3333333333335,0065-0136670531_0065-0136661759,3,PHASE 2 dark,3,10096
61259.166666666664,0065-0136670531_0065-0136661759,6,PHASE 2 dark,4,367555
533830.25531914888,0065-0136670531_0065-0136661759,47,PHASE 2 light,2,25090022
11004.0,0065-0136670531_0065-0136661759,10,PHASE 2 light,3,110040
1245949.5714285714,0065-0136670531_0065-0136661759,7,PHASE 3 dark,1,8721647
428396.0,0065-0136670531_0065-0136661759,61,PHASE 3 dark,2,26132156
26374.0,0065-0136670531_0065-0136661759,2,PHASE 3 dark,3,52748
459063.4375,0065-0136670531_0065-0136661759,16,PHASE 3 light,1,7345015
831065.59999999998,0065-0136670531_0065-0136661759,30,PHASE 3 light,2,24931968
120115.73076923077,0065-0136659459_0065-0136665886,78,PHASE 1 dark,1,9369027
17277.734939759037,0065-0136659459_0065-0136665886,83,PHASE 1 dark,2,1434052
77969.636363636368,0065-0136659459_0065-0136665886,110,PHASE 1 dark,3,8576660
11964.125,0065-0136659459_0065-0136665886,72,PHASE 1 dark,4,861417
349535.95348837209,0065-0136659459_0065-0136665886,43,PHASE 1 light,1,15030046
6248.8571428571431,0065-0136659459_0065-0136665886,7,PHASE 1 light,2,43742
12697.5,0065-0136659459_0065-0136665886,6,PHASE 1 light,3,76185
58559.454545454544,0065-0136659459_0065-0136665886,33,PHASE 1 light,4,1932462
79150.087719298244,0065-0136659459_0065-0136665886,171,PHASE 2 dark,1,13534665
34833.184210526313,0065-0136659459_0065-0136665886,38,PHASE 2 dark,2,1323661
18824.057971014492,0065-0136659459_0065-0136665886,69,PHASE 2 dark,3,1298860
26934.260869565216,0065-0136659459_0065-0136665886,92,PHASE 2 dark,4,2477952
10910.857142857143,0065-0136659459_0065-0136665886,7,PHASE 2 light,1,76376
244465.30392156861,0065-0136659459_0065-0136665886,102,PHASE 2 light,2,24935461
7591.0,0065-0136659459_0065-0136665886,8,PHASE 2 light,3,60728
17632.333333333332,0065-0136659459_0065-0136665886,3,PHASE 2 light,4,52897
100846.08823529411,0065-0136659459_0065-0136665886,34,PHASE 3 dark,1,3428767
64819.963235294119,0065-0136659459_0065-0136665886,136,PHASE 3 dark,2,8815515
9594.6875,0065-0136659459_0065-0136665886,32,PHASE 3 dark,3,307030
33352.5,0065-0136659459_0065-0136665886,22,PHASE 3 dark,4,733755
372629.46153846156,0065-0136659459_0065-0136665886,13,PHASE 3 light,1,4844183
449100.32203389832,0065-0136659459_0065-0136665886,59,PHASE 3 light,2,26496919
5130.75,0065-0136659459_0065-0136665886,4,PHASE 3 light,3,20523
38583.5,0065-0136659459_0065-0136665886,4,PHASE 3 light,4,154334
65115.226086956522,0065-0136659459_0065-0136651817,115,PHASE 1 dark,1,7488251
18478.595238095237,0065-0136659459_0065-0136651817,84,PHASE 1 dark,2,1552202
57649.962264150941,0065-0136659459_0065-0136651817,106,PHASE 1 dark,3,6110896
17564.507692307692,0065-0136659459_0065-0136651817,65,PHASE 1 dark,4,1141693
337926.69230769231,0065-0136659459_0065-0136651817,52,PHASE 1 light,1,17572188
22200.857142857141,0065-0136659459_0065-0136651817,7,PHASE 1 light,2,155406
23046.666666666668,0065-0136659459_0065-0136651817,3,PHASE 1 light,3,69140
50444.5,0065-0136659459_0065-0136651817,34,PHASE 1 light,4,1715113
89823.308219178085,0065-0136659459_0065-0136651817,146,PHASE 2 dark,1,13114203
21262.023255813954,0065-0136659459_0065-0136651817,43,PHASE 2 dark,2,914267
11043.032258064517,0065-0136659459_0065-0136651817,31,PHASE 2 dark,3,342334
33737.099999999999,0065-0136659459_0065-0136651817,50,PHASE 2 dark,4,1686855
7402.75,0065-0136659459_0065-0136651817,8,PHASE 2 light,1,59222
211843.81196581197,0065-0136659459_0065-0136651817,117,PHASE 2 light,2,24785726
11859.4,0065-0136659459_0065-0136651817,5,PHASE 2 light,3,59297
17619.9375,0065-0136659459_0065-0136651817,16,PHASE 2 light,4,281919
147844.85000000001,0065-0136659459_0065-0136651817,80,PHASE 3 dark,1,11827588
56367.305555555555,0065-0136659459_0065-0136651817,72,PHASE 3 dark,2,4058446
25934.367346938776,0065-0136659459_0065-0136651817,49,PHASE 3 dark,3,1270784
54562.526315789473,0065-0136659459_0065-0136651817,38,PHASE 3 dark,4,2073376
170527.88888888888,0065-0136659459_0065-0136651817,36,PHASE 3 light,1,6139004
433811.20338983048,0065-0136659459_0065-0136651817,59,PHASE 3 light,2,25594861
18500.857142857141,0065-0136659459_0065-0136651817,7,PHASE 3 light,4,129506
65529.516778523488,0065-0136659459_0065-0136655780,149,PHASE 1 dark,1,9763898
13349.409638554216,0065-0136659459_0065-0136655780,83,PHASE 1 dark,2,1108001
20226.25,0065-0136659459_0065-0136655780,124,PHASE 1 dark,3,2508055
13496.487804878048,0065-0136659459_0065-0136655780,82,PHASE 1 dark,4,1106712
409023.4680851064,0065-0136659459_0065-0136655780,47,PHASE 1 light,1,19224103
66625.333333333328,0065-0136659459_0065-0136655780,3,PHASE 1 light,2,199876
52173.909090909088,0065-0136659459_0065-0136655780,22,PHASE 1 light,4,1147826
99844.445859872605,0065-0136659459_0065-0136655780,157,PHASE 2 dark,1,15675578
43705.333333333336,0065-0136659459_0065-0136655780,21,PHASE 2 dark,2,917812
22927.333333333332,0065-0136659459_0065-0136655780,30,PHASE 2 dark,3,687820
30130.0,0065-0136659459_0065-0136655780,63,PHASE 2 dark,4,1898190
5116.666666666667,0065-0136659459_0065-0136655780,3,PHASE 2 light,1,15350
346521.43023255817,0065-0136659459_0065-0136655780,86,PHASE 2 light,2,29800843
10187.25,0065-0136659459_0065-0136655780,4,PHASE 2 light,3,40749
314328.26315789472,0065-0136659459_0065-0136655780,38,PHASE 3 dark,1,11944474
59473.950819672129,0065-0136659459_0065-0136655780,122,PHASE 3 dark,2,7255822
15797.48275862069,0065-0136659459_0065-0136655780,29,PHASE 3 dark,3,458127
49715.900000000001,0065-0136659459_0065-0136655780,10,PHASE 3 dark,4,497159
125897.7,0065-0136659459_0065-0136655780,10,PHASE 3 light,1,1258977
402361.49180327868,0065-0136659459_0065-0136655780,61,PHASE 3 light,2,24544051
33017.555555555555,0065-0136659459_0065-0136655780,9,PHASE 3 light,3,297158
164820.56363636363,0065-0136659459_0065-0136673193,55,PHASE 1 dark,1,9065131
18241.028571428571,0065-0136659459_0065-0136673193,35,PHASE 1 dark,2,638436
82560.822580645166,0065-0136659459_0065-0136673193,124,PHASE 1 dark,3,10237542
23198.073170731706,0065-0136659459_0065-0136673193,41,PHASE 1 dark,4,951121
400006.3125,0065-0136659459_0065-0136673193,48,PHASE 1 light,1,19200303
72492.666666666672,0065-0136659459_0065-0136673193,21,PHASE 1 light,4,1522346
138150.82962962962,0065-0136659459_0065-0136673193,135,PHASE 2 dark,1,18650362
682911.30769230775,0065-0136659459_0065-0136673193,13,PHASE 2 dark,2,8877847
12672.785714285714,0065-0136659459_0065-0136673193,14,PHASE 2 dark,3,177419
50129.911764705881,0065-0136659459_0065-0136673193,34,PHASE 2 dark,4,1704417
375431.37662337662,0065-0136659459_0065-0136673193,77,PHASE 2 light,2,28908216
29777.0,0065-0136659459_0065-0136673193,2,PHASE 2 light,3,59554
23691.0,0065-0136659459_0065-0136673193,5,PHASE 2 light,4,118455
224201.92307692306,0065-0136659459_0065-0136673193,26,PHASE 3 dark,1,5829250
73264.518518518526,0065-0136659459_0065-0136673193,108,PHASE 3 dark,2,7912568
7584.545454545455,0065-0136659459_0065-0136673193,11,PHASE 3 dark,3,83430
202500.83333333334,0065-0136659459_0065-0136673193,12,PHASE 3 dark,4,2430010
421945.35714285716,0065-0136659459_0065-0136673193,14,PHASE 3 light,1,5907235
441100.77777777775,0065-0136659459_0065-0136673193,54,PHASE 3 light,2,23819442
1758.0,0065-0136659459_0065-0136673193,2,PHASE 3 light,3,3516
6586.333333333333,0065-0136659459_0065-0136673193,3,PHASE 3 light,4,19759
163053.14563106795,0065-0136659459_0065-0136659288,103,PHASE 1 dark,1,16794474
17840.476923076923,0065-0136659459_0065-0136659288,65,PHASE 1 dark,2,1159631
24095.703703703704,0065-0136659459_0065-0136659288,108,PHASE 1 dark,3,2602336
20807.822784810127,0065-0136659459_0065-0136659288,79,PHASE 1 dark,4,1643818
524120.0882352941,0065-0136659459_0065-0136659288,34,PHASE 1 light,1,17820083
10042.333333333334,0065-0136659459_0065-0136659288,9,PHASE 1 light,2,90381
993.0,0065-0136659459_0065-0136659288,2,PHASE 1 light,3,1986
54783.608695652176,0065-0136659459_0065-0136659288,23,PHASE 1 light,4,1260023
94823.771929824565,0065-0136659459_0065-0136659288,114,PHASE 2 dark,1,10809910
276986.25641025644,0065-0136659459_0065-0136659288,39,PHASE 2 dark,2,10802464
19910.627450980392,0065-0136659459_0065-0136659288,51,PHASE 2 dark,3,1015442
29381.755813953489,0065-0136659459_0065-0136659288,86,PHASE 2 dark,4,2526831
16500.0,0065-0136659459_0065-0136659288,2,PHASE 2 light,1,33000
415130.0294117647,0065-0136659459_0065-0136659288,68,PHASE 2 light,2,28228842
7587.0,0065-0136659459_0065-0136659288,7,PHASE 2 light,3,53109
22246.0,0065-0136659459_0065-0136659288,6,PHASE 2 light,4,133476
124542.52307692308,0065-0136659459_0065-0136659288,65,PHASE 3 dark,1,8095264
43240.260869565216,0065-0136659459_0065-0136659288,92,PHASE 3 dark,2,3978104
17458.880952380954,0065-0136659459_0065-0136659288,42,PHASE 3 dark,3,733273
83694.366666666669,0065-0136659459_0065-0136659288,30,PHASE 3 dark,4,2510831
907202.11111111112,0065-0136659459_0065-0136659288,9,PHASE 3 light,1,8164819
521953.65384615387,0065-0136659459_0065-0136659288,52,PHASE 3 light,2,27141590
11109.0,0065-0136659459_0065-0136659288,5,PHASE 3 light,3,55545
18806.666666666668,0065-0136659459_0065-0136659288,9,PHASE 3 light,4,169260
118396.18823529412,0065-0136659459_0065-0136671473,85,PHASE 1 dark,1,10063676
29962.333333333332,0065-0136659459_0065-0136671473,72,PHASE 1 dark,2,2157288
50003.381443298967,0065-0136659459_0065-0136671473,97,PHASE 1 dark,3,4850328
20001.396226415094,0065-0136659459_0065-0136671473,53,PHASE 1 dark,4,1060074
637976.4615384615,0065-0136659459_0065-0136671473,26,PHASE 1 light,1,16587388
76680.25,0065-0136659459_0065-0136671473,4,PHASE 1 light,2,306721
10211.666666666666,0065-0136659459_0065-0136671473,6,PHASE 1 light,3,61270
42873.523809523809,0065-0136659459_0065-0136671473,21,PHASE 1 light,4,900344
127803.38738738738,0065-0136659459_0065-0136671473,111,PHASE 2 dark,1,14186176
221698.38775510204,0065-0136659459_0065-0136671473,49,PHASE 2 dark,2,10863221
14571.306451612903,0065-0136659459_0065-0136671473,62,PHASE 2 dark,3,903421
25885.3908045977,0065-0136659459_0065-0136671473,87,PHASE 2 dark,4,2252029
42302.800000000003,0065-0136659459_0065-0136671473,5,PHASE 2 light,1,211514
338111.87654320989,0065-0136659459_0065-0136671473,81,PHASE 2 light,2,27387062
13884.454545454546,0065-0136659459_0065-0136671473,11,PHASE 2 light,3,152729
20670.0,0065-0136659459_0065-0136671473,2,PHASE 2 light,4,41340
272792.72727272729,0065-0136659459_0065-0136671473,66,PHASE 3 dark,1,18004320
52510.516853932582,0065-0136659459_0065-0136671473,89,PHASE 3 dark,2,4673436
13943.950819672131,0065-0136659459_0065-0136671473,61,PHASE 3 dark,3,850581
75523.212121212127,0065-0136659459_0065-0136671473,33,PHASE 3 dark,4,2492266
666059.5555555555,0065-0136659459_0065-0136671473,9,PHASE 3 light,1,5994536
383795.71428571426,0065-0136659459_0065-0136671473,56,PHASE 3 light,2,21492560
66947.666666666672,0065-0136659459_0065-0136671473,3,PHASE 3 light,3,200843
22816.333333333332,0065-0136659459_0065-0136671473,3,PHASE 3 light,4,68449
173750.94,0065-0136659459_0065-0136653169,50,PHASE 1 dark,1,8687547
16055.387755102041,0065-0136659459_0065-0136653169,49,PHASE 1 dark,2,786714
65104.256000000001,0065-0136659459_0065-0136653169,125,PHASE 1 dark,3,8138032
16986.212765957447,0065-0136659459_0065-0136653169,47,PHASE 1 dark,4,798352
575879.66666666663,0065-0136659459_0065-0136653169,33,PHASE 1 light,1,19004029
7435.0,0065-0136659459_0065-0136653169,2,PHASE 1 light,2,14870
30976.5,0065-0136659459_0065-0136653169,6,PHASE 1 light,3,185859
48213.346153846156,0065-0136659459_0065-0136653169,26,PHASE 1 light,4,1253547
124132.42753623189,0065-0136659459_0065-0136653169,138,PHASE 2 dark,1,17130275
31152.551724137931,0065-0136659459_0065-0136653169,29,PHASE 2 dark,2,903424
17317.317073170732,0065-0136659459_0065-0136653169,41,PHASE 2 dark,3,710010
22736.171875,0065-0136659459_0065-0136653169,64,PHASE 2 dark,4,1455115
12143.0,0065-0136659459_0065-0136653169,2,PHASE 2 light,1,24286
402802.65753424657,0065-0136659459_0065-0136653169,73,PHASE 2 light,2,29404594
17925.799999999999,0065-0136659459_0065-0136653169,5,PHASE 2 light,3,89629
9894.3333333333339,0065-0136659459_0065-0136653169,3,PHASE 2 light,4,29683
202816.91891891891,0065-0136659459_0065-0136653169,74,PHASE 3 dark,1,15008452
54891.978723404252,0065-0136659459_0065-0136653169,47,PHASE 3 dark,2,2579923
32438.611111111109,0065-0136659459_0065-0136653169,36,PHASE 3 dark,3,1167790
59472.282051282054,0065-0136659459_0065-0136653169,39,PHASE 3 dark,4,2319419
352725.08000000002,0065-0136659459_0065-0136653169,25,PHASE 3 light,1,8818127
462006.67391304346,0065-0136659459_0065-0136653169,46,PHASE 3 light,2,21252307
7587.25,0065-0136659459_0065-0136653169,8,PHASE 3 light,3,60698
25798.5,0065-0136659459_0065-0136653169,12,PHASE 3 light,4,309582
172617.71428571429,0065-0136659459_0065-0136660676,91,PHASE 1 dark,1,15708212
19485.636363636364,0065-0136659459_0065-0136660676,55,PHASE 1 dark,2,1071710
70721.592592592599,0065-0136659459_0065-0136660676,108,PHASE 1 dark,3,7637932
18143.403225806451,0065-0136659459_0065-0136660676,62,PHASE 1 dark,4,1124891
423432.19047619047,0065-0136659459_0065-0136660676,42,PHASE 1 light,1,17784152
5352.6000000000004,0065-0136659459_0065-0136660676,5,PHASE 1 light,2,26763
10408.333333333334,0065-0136659459_0065-0136660676,6,PHASE 1 light,3,62450
22526.81818181818,0065-0136659459_0065-0136660676,11,PHASE 1 light,4,247795
105872.89473684211,0065-0136659459_0065-0136660676,114,PHASE 2 dark,1,12069510
237920.79487179487,0065-0136659459_0065-0136660676,39,PHASE 2 dark,2,9278911
26517.524590163935,0065-0136659459_0065-0136660676,61,PHASE 2 dark,3,1617569
31045.584905660377,0065-0136659459_0065-0136660676,53,PHASE 2 dark,4,1645416
18679.400000000001,0065-0136659459_0065-0136660676,5,PHASE 2 light,1,93397
391284.41666666669,0065-0136659459_0065-0136660676,72,PHASE 2 light,2,28172478
5909.833333333333,0065-0136659459_0065-0136660676,6,PHASE 2 light,3,35459
53408.666666666664,0065-0136659459_0065-0136660676,6,PHASE 2 light,4,320452
315301.50793650793,0065-0136659459_0065-0136660676,63,PHASE 3 dark,1,19863995
39226.360000000001,0065-0136659459_0065-0136660676,75,PHASE 3 dark,2,2941977
25211.523076923077,0065-0136659459_0065-0136660676,65,PHASE 3 dark,3,1638749
29200.0,0065-0136659459_0065-0136660676,31,PHASE 3 dark,4,905200
177246.92857142858,0065-0136659459_0065-0136660676,14,PHASE 3 light,1,2481457
555632.75,0065-0136659459_0065-0136660676,52,PHASE 3 light,2,28892903
46091.166666666664,0065-0136659459_0065-0136660676,6,PHASE 3 light,3,276547
24066.416666666668,0065-0136659459_0065-0136660676,12,PHASE 3 light,4,288797
108108.53260869565,0065-0136659459_0065-0136667521,92,PHASE 1 dark,1,9945985
22291.137254901962,0065-0136659459_0065-0136667521,51,PHASE 1 dark,2,1136848
71906.169999999998,0065-0136659459_0065-0136667521,100,PHASE 1 dark,3,7190617
18958.692307692309,0065-0136659459_0065-0136667521,78,PHASE 1 dark,4,1478778
451402.34210526315,0065-0136659459_0065-0136667521,38,PHASE 1 light,1,17153289
12137.666666666666,0065-0136659459_0065-0136667521,3,PHASE 1 light,2,36413
55469.904761904763,0065-0136659459_0065-0136667521,21,PHASE 1 light,4,1164868
123525.43410852713,0065-0136659459_0065-0136667521,129,PHASE 2 dark,1,15934781
333811.44444444444,0065-0136659459_0065-0136667521,27,PHASE 2 dark,2,9012909
14790.191489361701,0065-0136659459_0065-0136667521,47,PHASE 2 dark,3,695139
37555.725490196077,0065-0136659459_0065-0136667521,51,PHASE 2 dark,4,1915342
4146.625,0065-0136659459_0065-0136667521,8,PHASE 2 light,1,33173
438215.41538461536,0065-0136659459_0065-0136667521,65,PHASE 2 light,2,28484002
6674.75,0065-0136659459_0065-0136667521,4,PHASE 2 light,3,26699
25653.857142857141,0065-0136659459_0065-0136667521,7,PHASE 2 light,4,179577
179873.703125,0065-0136659459_0065-0136667521,64,PHASE 3 dark,1,11511917
45422.04054054054,0065-0136659459_0065-0136667521,74,PHASE 3 dark,2,3361231
15186.833333333334,0065-0136659459_0065-0136667521,30,PHASE 3 dark,3,455605
139334.54545454544,0065-0136659459_0065-0136667521,22,PHASE 3 dark,4,3065360
443947.05263157893,0065-0136659459_0065-0136667521,19,PHASE 3 light,1,8434994
387457.32727272727,0065-0136659459_0065-0136667521,55,PHASE 3 light,2,21310153
13934.0,0065-0136659459_0065-0136667521,4,PHASE 3 light,3,55736
33407.333333333336,0065-0136659459_0065-0136667521,6,PHASE 3 light,4,200444
192515.4375,0065-0136659459_0065-0136661759,48,PHASE 1 dark,1,9240741
14218.833333333334,0065-0136659459_0065-0136661759,30,PHASE 1 dark,2,426565
67294.340579710144,0065-0136659459_0065-0136661759,138,PHASE 1 dark,3,9286619
23553.222222222223,0065-0136659459_0065-0136661759,36,PHASE 1 dark,4,847916
524526.35135135136,0065-0136659459_0065-0136661759,37,PHASE 1 light,1,19407475
3672.4000000000001,0065-0136659459_0065-0136661759,5,PHASE 1 light,3,18362
70743.5,0065-0136659459_0065-0136661759,20,PHASE 1 light,4,1414870
150907.00735294117,0065-0136659459_0065-0136661759,136,PHASE 2 dark,1,20523353
24789.727272727272,0065-0136659459_0065-0136661759,11,PHASE 2 dark,2,272687
12726.25,0065-0136659459_0065-0136661759,4,PHASE 2 dark,3,50905
60354.714285714283,0065-0136659459_0065-0136661759,14,PHASE 2 dark,4,844966
0.0,0065-0136659459_0065-0136661759,2,PHASE 2 light,1,0
468797.20370370371,0065-0136659459_0065-0136661759,54,PHASE 2 light,2,25315049
12191.333333333334,0065-0136659459_0065-0136661759,6,PHASE 2 light,3,73148
502409.75,0065-0136659459_0065-0136661759,12,PHASE 3 dark,1,6028917
82013.11538461539,0065-0136659459_0065-0136661759,104,PHASE 3 dark,2,8529364
36332.777777777781,0065-0136659459_0065-0136661759,9,PHASE 3 dark,3,326995
1300.0,0065-0136659459_0065-0136661759,2,PHASE 3 dark,4,2600
844712.375,0065-0136659459_0065-0136661759,8,PHASE 3 light,1,6757699
381408.89393939392,0065-0136659459_0065-0136661759,66,PHASE 3 light,2,25172987
48785.333333333336,0065-0136659459_0065-0136661759,3,PHASE 3 light,4,146356
62818.586776859505,0065-0136665886_0065-0136651817,121,PHASE 1 dark,1,7601049
15882.38961038961,0065-0136665886_0065-0136651817,77,PHASE 1 dark,2,1222944
67534.088235294112,0065-0136665886_0065-0136651817,136,PHASE 1 dark,3,9184636
8988.7666666666664,0065-0136665886_0065-0136651817,60,PHASE 1 dark,4,539326
214245.0,0065-0136665886_0065-0136651817,115,PHASE 1 light,1,24638175
7121.5,0065-0136665886_0065-0136651817,10,PHASE 1 light,2,71215
12448.416666666666,0065-0136665886_0065-0136651817,12,PHASE 1 light,3,149381
41365.692307692305,0065-0136665886_0065-0136651817,39,PHASE 1 light,4,1613262
60418.06280193237,0065-0136665886_0065-0136651817,207,PHASE 2 dark,1,12506539
23608.080000000002,0065-0136665886_0065-0136651817,50,PHASE 2 dark,2,1180404
11137.608695652174,0065-0136665886_0065-0136651817,46,PHASE 2 dark,3,512330
17792.948717948719,0065-0136665886_0065-0136651817,78,PHASE 2 dark,4,1387850
4647.9230769230771,0065-0136665886_0065-0136651817,13,PHASE 2 light,1,60423
177765.8306451613,0065-0136665886_0065-0136651817,124,PHASE 2 light,2,22042963
24825.0,0065-0136665886_0065-0136651817,2,PHASE 2 light,3,49650
4046.4375,0065-0136665886_0065-0136651817,16,PHASE 2 light,4,64743
91030.28571428571,0065-0136665886_0065-0136651817,35,PHASE 3 dark,1,3186060
84473.113475177306,0065-0136665886_0065-0136651817,141,PHASE 3 dark,2,11910709
8057.9032258064517,0065-0136665886_0065-0136651817,31,PHASE 3 dark,3,249795
15320.851851851852,0065-0136665886_0065-0136651817,27,PHASE 3 dark,4,413663
205624.64999999999,0065-0136665886_0065-0136651817,20,PHASE 3 light,1,4112493
380487.80952380953,0065-0136665886_0065-0136651817,63,PHASE 3 light,2,23970732
9500.8333333333339,0065-0136665886_0065-0136651817,6,PHASE 3 light,3,57005
6111.1111111111113,0065-0136665886_0065-0136651817,9,PHASE 3 light,4,55000
63545.24113475177,0065-0136665886_0065-0136655780,141,PHASE 1 dark,1,8959879
11104.875,0065-0136665886_0065-0136655780,96,PHASE 1 dark,2,1066068
21915.21212121212,0065-0136665886_0065-0136655780,198,PHASE 1 dark,3,4339212
13520.037037037036,0065-0136665886_0065-0136655780,81,PHASE 1 dark,4,1095123
315519.10526315792,0065-0136665886_0065-0136655780,95,PHASE 1 light,1,29974315
21009.0,0065-0136665886_0065-0136655780,4,PHASE 1 light,2,84036
20821.75,0065-0136665886_0065-0136655780,4,PHASE 1 light,3,83287
76688.346153846156,0065-0136665886_0065-0136655780,26,PHASE 1 light,4,1993897
74099.378995433784,0065-0136665886_0065-0136655780,219,PHASE 2 dark,1,16227764
259138.27499999999,0065-0136665886_0065-0136655780,40,PHASE 2 dark,2,10365531
7652.9285714285716,0065-0136665886_0065-0136655780,28,PHASE 2 dark,3,214282
21979.269841269841,0065-0136665886_0065-0136655780,63,PHASE 2 dark,4,1384694
68845.333333333328,0065-0136665886_0065-0136655780,3,PHASE 2 light,1,206536
253889.77981651376,0065-0136665886_0065-0136655780,109,PHASE 2 light,2,27673986
11762.5,0065-0136665886_0065-0136655780,4,PHASE 2 light,3,47050
254477.20000000001,0065-0136665886_0065-0136655780,25,PHASE 3 dark,1,6361930
162687.60248447204,0065-0136665886_0065-0136655780,161,PHASE 3 dark,2,26192704
13913.25,0065-0136665886_0065-0136655780,16,PHASE 3 dark,3,222612
29163.5,0065-0136665886_0065-0136655780,6,PHASE 3 dark,4,174981
57806.5,0065-0136665886_0065-0136655780,10,PHASE 3 light,1,578065
566658.92857142852,0065-0136665886_0065-0136655780,56,PHASE 3 light,2,31732900
7436.25,0065-0136665886_0065-0136655780,4,PHASE 3 light,3,29745
202762.04545454544,0065-0136665886_0065-0136673193,44,PHASE 1 dark,1,8921530
11888.094339622641,0065-0136665886_0065-0136673193,53,PHASE 1 dark,2,630069
110254.25899280576,0065-0136665886_0065-0136673193,139,PHASE 1 dark,3,15325342
16890.243243243243,0065-0136665886_0065-0136673193,37,PHASE 1 dark,4,624939
352075.3205128205,0065-0136665886_0065-0136673193,78,PHASE 1 light,1,27461875
18056.666666666668,0065-0136665886_0065-0136673193,3,PHASE 1 light,3,54170
86601.61538461539,0065-0136665886_0065-0136673193,26,PHASE 1 light,4,2251642
83612.679653679646,0065-0136665886_0065-0136673193,231,PHASE 2 dark,1,19314529
49825.777777777781,0065-0136665886_0065-0136673193,9,PHASE 2 dark,2,448432
6150.166666666667,0065-0136665886_0065-0136673193,6,PHASE 2 dark,3,36901
25828.520833333332,0065-0136665886_0065-0136673193,48,PHASE 2 dark,4,1239769
13734.545454545454,0065-0136665886_0065-0136673193,11,PHASE 2 light,1,151080
284753.0625,0065-0136665886_0065-0136673193,96,PHASE 2 light,2,27336294
9698.0,0065-0136665886_0065-0136673193,5,PHASE 2 light,3,48490
3199.3333333333335,0065-0136665886_0065-0136673193,3,PHASE 2 light,4,9598
382843.9411764706,0065-0136665886_0065-0136673193,17,PHASE 3 dark,1,6508347
241473.59633027524,0065-0136665886_0065-0136673193,109,PHASE 3 dark,2,26320622
19745.222222222223,0065-0136665886_0065-0136673193,9,PHASE 3 dark,3,177707
36278.352941176468,0065-0136665886_0065-0136673193,17,PHASE 3 dark,4,616732
149841.79999999999,0065-0136665886_0065-0136673193,15,PHASE 3 light,1,2247627
817025.5555555555,0065-0136665886_0065-0136673193,36,PHASE 3 light,2,29412920
