No,Size,Intensity,Animal_number,Picture_number,Age
39.0,3.080992,317.346051,1086.0,1.0,19.0
40.0,2.722404,311.424749,1086.0,1.0,19.0
41.0,2.674232,294.265851,1086.0,1.0,19.0
42.0,2.50907,275.942574,1086.0,1.0,19.0
43.0,2.427158,281.416739,1086.0,1.0,19.0
44.0,2.482269,277.124236,1086.0,1.0,19.0
45.0,2.6504,297.378611,1086.0,1.0,19.0
46.0,2.743491,327.781748,1086.0,1.0,19.0
47.0,2.865612,278.228601,1086.0,1.0,19.0
48.0,2.543471,252.430228,1086.0,1.0,19.0
49.0,2.481152,233.711412,1086.0,1.0,19.0
1.0,3.052068,316.15062,1086.0,2.0,19.0
2.0,2.872262,226.149878,1086.0,2.0,19.0
3.0,2.706003,276.834605,1086.0,2.0,19.0
4.0,2.944712,325.312762,1086.0,2.0,19.0
5.0,2.638971,247.104852,1086.0,2.0,19.0
6.0,2.955322,331.213424,1086.0,2.0,19.0
7.0,2.856319,273.698696,1086.0,2.0,19.0
8.0,2.956073,330.635922,1086.0,2.0,19.0
9.0,2.773185,244.524284,1086.0,2.0,19.0
10.0,2.467091,299.37897,1086.0,2.0,19.0
11.0,2.956685,259.725012,1086.0,2.0,19.0
12.0,2.683269,368.771835,1086.0,2.0,19.0
13.0,2.73802,202.388367,1086.0,2.0,19.0
14.0,2.922558,351.665505,1086.0,2.0,19.0
15.0,2.680995,288.762609,1086.0,2.0,19.0
16.0,2.652935,306.722678,1086.0,2.0,19.0
17.0,2.897792,211.728221,1086.0,2.0,19.0
18.0,2.63823,304.309839,1086.0,2.0,19.0
19.0,2.999569,289.049191,1086.0,2.0,19.0
20.0,2.616803,322.086919,1086.0,2.0,19.0
21.0,3.001424,294.90189,1086.0,2.0,19.0
22.0,2.521387,289.284172,1086.0,2.0,19.0
23.0,2.638506,243.721291,1086.0,2.0,19.0
24.0,2.913154,397.74457,1086.0,2.0,19.0
25.0,2.896135,344.310631,1086.0,2.0,19.0
26.0,2.400425,305.379569,1086.0,2.0,19.0
27.0,2.974239,341.296522,1086.0,2.0,19.0
28.0,2.548081,218.882427,1086.0,2.0,19.0
29.0,2.650753,261.481465,1086.0,2.0,19.0
30.0,3.091604,313.504704,1086.0,2.0,19.0
31.0,2.902945,235.346309,1086.0,2.0,19.0
32.0,2.823241,322.457051,1086.0,2.0,19.0
33.0,2.524909,371.259159,1086.0,2.0,19.0
34.0,2.634176,292.08249,1086.0,2.0,19.0
35.0,2.496598,307.842899,1086.0,2.0,19.0
36.0,3.076448,366.804827,1086.0,2.0,19.0
37.0,2.943971,239.779448,1086.0,2.0,19.0
38.0,2.461622,296.417437,1086.0,2.0,19.0
39.0,2.513985,245.339823,1086.0,2.0,19.0
40.0,2.402394,279.446633,1086.0,2.0,19.0
41.0,3.099753,247.02536,1086.0,2.0,19.0
42.0,2.666628,285.485971,1086.0,2.0,19.0
43.0,2.636188,231.291755,1086.0,2.0,19.0
44.0,2.753579,250.518207,1086.0,2.0,19.0
45.0,3.045093,252.689179,1086.0,2.0,19.0
1.0,3.003293,290.342908,1086.0,3.0,19.0
2.0,2.954797,336.14158,1086.0,3.0,19.0
3.0,2.759449,313.072523,1086.0,3.0,19.0
4.0,3.016919,282.852991,1086.0,3.0,19.0
5.0,2.697099,139.023378,1086.0,3.0,19.0
6.0,2.890909,200.443646,1086.0,3.0,19.0
7.0,2.6698,332.844689,1086.0,3.0,19.0
8.0,2.441749,295.756484,1086.0,3.0,19.0
9.0,2.405502,367.913793,1086.0,3.0,19.0
10.0,2.95494,276.50436,1086.0,3.0,19.0
11.0,2.745147,388.84392,1086.0,3.0,19.0
12.0,3.085569,318.793105,1086.0,3.0,19.0
13.0,2.595371,365.919984,1086.0,3.0,19.0
14.0,2.918205,321.341346,1086.0,3.0,19.0
15.0,2.581532,266.635746,1086.0,3.0,19.0
16.0,2.709352,200.199415,1086.0,3.0,19.0
17.0,2.982721,266.33468,1086.0,3.0,19.0
18.0,2.704431,319.506248,1086.0,3.0,19.0
19.0,2.428257,296.436587,1086.0,3.0,19.0
20.0,2.630286,190.147838,1086.0,3.0,19.0
21.0,2.934628,305.257949,1086.0,3.0,19.0
22.0,2.57706,163.95499,1086.0,3.0,19.0
23.0,2.879487,314.179485,1086.0,3.0,19.0
24.0,2.701346,386.962198,1086.0,3.0,19.0
25.0,2.797948,308.248731,1086.0,3.0,19.0
26.0,2.402453,271.611047,1086.0,3.0,19.0
27.0,2.981122,242.560228,1086.0,3.0,19.0
28.0,2.948145,317.412225,1086.0,3.0,19.0
29.0,2.806671,358.615746,1086.0,3.0,19.0
30.0,2.624854,437.393996,1086.0,3.0,19.0
31.0,2.461043,349.711879,1086.0,3.0,19.0
32.0,2.598208,271.286366,1086.0,3.0,19.0
33.0,2.959633,280.941177,1086.0,3.0,19.0
34.0,2.424625,261.874783,1086.0,3.0,19.0
35.0,3.044571,247.26471,1086.0,3.0,19.0
36.0,2.428333,279.145966,1086.0,3.0,19.0
37.0,2.473384,270.848979,1086.0,3.0,19.0
1.0,3.01854,184.464103,1086.0,4.0,19.0
2.0,2.75275,214.948518,1086.0,4.0,19.0
3.0,2.519159,275.073973,1086.0,4.0,19.0
4.0,2.695951,286.015911,1086.0,4.0,19.0
5.0,2.910917,259.174396,1086.0,4.0,19.0
6.0,2.861178,271.680164,1086.0,4.0,19.0
7.0,3.046552,305.357016,1086.0,4.0,19.0
8.0,2.718876,237.505506,1086.0,4.0,19.0
9.0,2.502644,283.847965,1086.0,4.0,19.0
10.0,2.70587,318.697272,1086.0,4.0,19.0
11.0,2.468226,279.094205,1086.0,4.0,19.0
12.0,2.932783,260.500932,1086.0,4.0,19.0
13.0,3.057479,284.956706,1086.0,4.0,19.0
14.0,2.699832,350.105789,1086.0,4.0,19.0
15.0,2.625707,314.298844,1086.0,4.0,19.0
16.0,2.529031,292.70438,1086.0,4.0,19.0
17.0,2.965626,239.502022,1086.0,4.0,19.0
18.0,2.62227,240.839203,1086.0,4.0,19.0
19.0,2.793066,335.728306,1086.0,4.0,19.0
20.0,3.007738,257.521201,1086.0,4.0,19.0
21.0,2.792655,348.592624,1086.0,4.0,19.0
22.0,2.726791,246.944542,1086.0,4.0,19.0
23.0,2.803845,216.308879,1086.0,4.0,19.0
24.0,2.830389,266.290196,1086.0,4.0,19.0
25.0,3.072594,258.269552,1086.0,4.0,19.0
26.0,3.035187,312.932248,1086.0,4.0,19.0
27.0,2.967845,267.134072,1086.0,4.0,19.0
28.0,2.967797,370.13978,1086.0,4.0,19.0
29.0,2.689788,223.4381,1086.0,4.0,19.0
30.0,2.548694,375.36337,1086.0,4.0,19.0
31.0,2.578381,380.686546,1086.0,4.0,19.0
32.0,2.818254,241.540595,1086.0,4.0,19.0
33.0,2.609302,333.316438,1086.0,4.0,19.0
34.0,2.544625,353.905168,1086.0,4.0,19.0
35.0,3.078578,247.271351,1086.0,4.0,19.0
36.0,2.816734,370.242469,1086.0,4.0,19.0
37.0,2.673129,323.642428,1086.0,4.0,19.0
38.0,2.84254,307.027388,1086.0,4.0,19.0
39.0,2.995599,231.969201,1086.0,4.0,19.0
40.0,3.024566,171.173546,1086.0,4.0,19.0
41.0,2.872982,324.147478,1086.0,4.0,19.0
42.0,2.87336,334.181736,1086.0,4.0,19.0
43.0,3.025008,235.416738,1086.0,4.0,19.0
44.0,2.986432,253.118709,1086.0,4.0,19.0
45.0,3.035587,411.829083,1086.0,4.0,19.0
46.0,2.495794,223.710253,1086.0,4.0,19.0
47.0,2.644407,290.296397,1086.0,4.0,19.0
48.0,2.456201,256.196054,1086.0,4.0,19.0
1.0,2.652542,400.965275,1086.0,5.0,19.0
2.0,2.781977,315.416247,1086.0,5.0,19.0
3.0,2.555834,293.654857,1086.0,5.0,19.0
4.0,2.584518,240.440473,1086.0,5.0,19.0
5.0,2.437861,215.337769,1086.0,5.0,19.0
6.0,2.410074,222.283155,1086.0,5.0,19.0
7.0,2.405605,303.441702,1086.0,5.0,19.0
8.0,2.82244,317.335502,1086.0,5.0,19.0
9.0,3.07823,265.332552,1086.0,5.0,19.0
10.0,2.84542,222.375426,1086.0,5.0,19.0
11.0,2.583578,282.415934,1086.0,5.0,19.0
12.0,2.607245,277.659401,1086.0,5.0,19.0
13.0,2.498167,279.659288,1086.0,5.0,19.0
14.0,2.505681,261.317414,1086.0,5.0,19.0
15.0,2.535243,269.233454,1086.0,5.0,19.0
16.0,3.035132,235.767987,1086.0,5.0,19.0
17.0,3.09997,283.018644,1086.0,5.0,19.0
18.0,2.762885,282.426239,1086.0,5.0,19.0
19.0,2.782676,313.139825,1086.0,5.0,19.0
20.0,2.434438,299.881501,1086.0,5.0,19.0
21.0,2.566448,274.914874,1086.0,5.0,19.0
22.0,2.801792,243.197225,1086.0,5.0,19.0
23.0,2.630486,293.79954,1086.0,5.0,19.0
24.0,2.743475,278.440502,1086.0,5.0,19.0
25.0,2.612447,384.293094,1086.0,5.0,19.0
26.0,2.549132,309.07925,1086.0,5.0,19.0
27.0,2.770544,307.989513,1086.0,5.0,19.0
28.0,2.605404,316.544721,1086.0,5.0,19.0
29.0,2.610877,246.724548,1086.0,5.0,19.0
30.0,2.635282,201.776903,1086.0,5.0,19.0
31.0,2.894799,208.333378,1086.0,5.0,19.0
1.0,2.757861,264.744177,1212.0,1.0,18.0
2.0,2.619479,372.275424,1212.0,1.0,18.0
3.0,2.560088,353.158973,1212.0,1.0,18.0
4.0,2.892992,315.066251,1212.0,1.0,18.0
5.0,2.839467,233.044758,1212.0,1.0,18.0
6.0,2.52183,295.268419,1212.0,1.0,18.0
7.0,2.520164,320.229761,1212.0,1.0,18.0
8.0,3.052977,339.743825,1212.0,1.0,18.0
9.0,3.155885,329.391929,1212.0,1.0,18.0
10.0,2.61391,259.170258,1212.0,1.0,18.0
11.0,2.537452,377.666564,1212.0,1.0,18.0
12.0,2.567927,393.385571,1212.0,1.0,18.0
13.0,2.949514,287.110129,1212.0,1.0,18.0
14.0,3.158735,328.613183,1212.0,1.0,18.0
15.0,2.688127,317.351388,1212.0,1.0,18.0
16.0,2.947133,263.010617,1212.0,1.0,18.0
17.0,2.817454,263.182901,1212.0,1.0,18.0
18.0,3.176307,383.944864,1212.0,1.0,18.0
19.0,2.519331,222.032748,1212.0,1.0,18.0
20.0,2.966443,293.201962,1212.0,1.0,18.0
21.0,2.536677,332.011804,1212.0,1.0,18.0
22.0,3.004481,440.659291,1212.0,1.0,18.0
23.0,3.063367,301.531695,1212.0,1.0,18.0
24.0,2.853163,234.40616,1212.0,1.0,18.0
25.0,3.018851,285.117901,1212.0,1.0,18.0
26.0,2.860549,304.645313,1212.0,1.0,18.0
27.0,2.804528,280.212143,1212.0,1.0,18.0
28.0,2.925606,275.369524,1212.0,1.0,18.0
29.0,2.607272,191.677058,1212.0,1.0,18.0
30.0,3.073763,271.993413,1212.0,1.0,18.0
31.0,2.903835,393.0971,1212.0,1.0,18.0
32.0,2.706766,374.350936,1212.0,1.0,18.0
33.0,2.845608,311.432621,1212.0,1.0,18.0
34.0,2.546563,357.300992,1212.0,1.0,18.0
35.0,2.732259,289.129674,1212.0,1.0,18.0
36.0,2.587296,336.760421,1212.0,1.0,18.0
37.0,2.927205,239.698098,1212.0,1.0,18.0
38.0,3.194556,367.895236,1212.0,1.0,18.0
39.0,2.992804,231.804523,1212.0,1.0,18.0
1.0,2.480053,271.9153,912.0,7.0,23.0
2.0,2.202411,302.555358,912.0,7.0,23.0
3.0,2.294032,319.789824,912.0,7.0,23.0
4.0,2.29108,349.271032,912.0,7.0,23.0
5.0,2.135054,410.243332,912.0,7.0,23.0
6.0,2.275084,237.751735,912.0,7.0,23.0
7.0,2.659177,281.74243,912.0,7.0,23.0
8.0,2.52947,248.550477,912.0,7.0,23.0
9.0,2.322745,392.714904,912.0,7.0,23.0
10.0,2.573884,431.228189,912.0,7.0,23.0
11.0,2.305154,248.513225,912.0,7.0,23.0
12.0,2.672481,393.982205,912.0,7.0,23.0
13.0,2.023338,310.060452,912.0,7.0,23.0
14.0,2.003486,294.852437,912.0,7.0,23.0
15.0,2.690687,305.743584,912.0,7.0,23.0
16.0,2.376536,316.208356,912.0,7.0,23.0
17.0,2.100128,272.53187,912.0,7.0,23.0
18.0,2.02966,210.126208,912.0,7.0,23.0
19.0,2.603043,198.727044,912.0,7.0,23.0
20.0,2.357134,266.511367,912.0,7.0,23.0
21.0,2.644466,302.373347,912.0,7.0,23.0
22.0,2.340054,343.82261,912.0,7.0,23.0
23.0,2.297927,207.06413,912.0,7.0,23.0
24.0,2.380968,293.280225,912.0,7.0,23.0
25.0,2.33218,306.145958,912.0,7.0,23.0
26.0,2.58254,210.77673,912.0,7.0,23.0
27.0,2.002474,221.313546,912.0,7.0,23.0
28.0,2.167251,328.288769,912.0,7.0,23.0
29.0,2.106597,356.269819,912.0,7.0,23.0
30.0,2.314181,390.61466,912.0,7.0,23.0
1.0,3.062917,327.831195,1212.0,2.0,18.0
2.0,3.082777,260.671648,1212.0,2.0,18.0
3.0,2.599262,270.0286,1212.0,2.0,18.0
4.0,2.678492,334.353692,1212.0,2.0,18.0
5.0,2.63473,259.990799,1212.0,2.0,18.0
6.0,2.655197,316.239452,1212.0,2.0,18.0
7.0,2.904512,292.392258,1212.0,2.0,18.0
8.0,2.701301,287.741318,1212.0,2.0,18.0
9.0,2.744873,223.626038,1212.0,2.0,18.0
10.0,2.988716,294.22018,1212.0,2.0,18.0
11.0,2.731799,366.914296,1212.0,2.0,18.0
12.0,2.933395,241.631049,1212.0,2.0,18.0
13.0,3.089165,249.212513,1212.0,2.0,18.0
14.0,3.099711,285.921745,1212.0,2.0,18.0
15.0,2.775099,288.11132,1212.0,2.0,18.0
16.0,3.006638,199.887487,1212.0,2.0,18.0
17.0,2.919462,313.696749,1212.0,2.0,18.0
18.0,2.619244,299.433938,1212.0,2.0,18.0
19.0,3.039575,291.842245,1212.0,2.0,18.0
20.0,2.785928,291.150326,1212.0,2.0,18.0
21.0,2.638232,253.017957,1212.0,2.0,18.0
22.0,2.570139,322.679911,1212.0,2.0,18.0
23.0,2.860764,255.515866,1212.0,2.0,18.0
24.0,2.549316,298.052995,1212.0,2.0,18.0
25.0,2.906432,272.027223,1212.0,2.0,18.0
26.0,2.853274,409.965703,1212.0,2.0,18.0
27.0,2.75728,274.480458,1212.0,2.0,18.0
28.0,3.118233,211.595049,1212.0,2.0,18.0
29.0,3.036046,373.694117,1212.0,2.0,18.0
30.0,3.080376,184.108948,1212.0,2.0,18.0
31.0,3.123429,361.035428,1212.0,2.0,18.0
32.0,2.943374,326.189506,1212.0,2.0,18.0
33.0,2.936336,288.992928,1212.0,2.0,18.0
34.0,3.148304,302.308583,1212.0,2.0,18.0
35.0,2.694308,125.016336,1212.0,2.0,18.0
36.0,2.591461,261.825355,1212.0,2.0,18.0
37.0,2.634374,302.704858,1212.0,2.0,18.0
38.0,2.827345,284.880487,1212.0,2.0,18.0
39.0,2.902634,258.011879,1212.0,2.0,18.0
40.0,2.629443,280.154678,1212.0,2.0,18.0
41.0,2.66983,245.113201,1212.0,2.0,18.0
42.0,2.834401,291.18573,1212.0,2.0,18.0
43.0,2.851719,260.268341,1212.0,2.0,18.0
44.0,2.881239,244.010856,1212.0,2.0,18.0
45.0,3.131977,271.311505,1212.0,2.0,18.0
46.0,3.087747,247.791993,1212.0,2.0,18.0
47.0,2.517897,295.892875,1212.0,2.0,18.0
48.0,2.843241,305.614892,1212.0,2.0,18.0
1.0,2.92929,332.516474,1212.0,3.0,18.0
2.0,3.14347,332.540652,1212.0,3.0,18.0
3.0,2.919399,310.504138,1212.0,3.0,18.0
4.0,2.870278,251.248471,1212.0,3.0,18.0
5.0,3.0943,255.350978,1212.0,3.0,18.0
6.0,2.72964,377.274505,1212.0,3.0,18.0
7.0,2.774689,282.846674,1212.0,3.0,18.0
8.0,2.812722,299.21688,1212.0,3.0,18.0
9.0,2.717148,302.7563,1212.0,3.0,18.0
10.0,3.092562,301.04511,1212.0,3.0,18.0
11.0,2.812726,256.99777,1212.0,3.0,18.0
12.0,2.991359,281.052837,1212.0,3.0,18.0
13.0,2.98796,243.825692,1212.0,3.0,18.0
14.0,3.125559,271.430914,1212.0,3.0,18.0
15.0,2.841836,264.727805,1212.0,3.0,18.0
16.0,2.721763,311.797409,1212.0,3.0,18.0
17.0,2.683791,261.45151,1212.0,3.0,18.0
18.0,2.9831,336.664998,1212.0,3.0,18.0
19.0,3.169791,243.368224,1212.0,3.0,18.0
20.0,3.172355,252.362167,1212.0,3.0,18.0
21.0,2.723776,340.62073,1212.0,3.0,18.0
22.0,3.022949,191.990159,1212.0,3.0,18.0
23.0,2.919337,202.937242,1212.0,3.0,18.0
24.0,2.887366,326.064724,1212.0,3.0,18.0
25.0,2.953359,301.564321,1212.0,3.0,18.0
26.0,2.569902,241.998558,1212.0,3.0,18.0
27.0,2.587522,285.652657,1212.0,3.0,18.0
28.0,3.017632,333.628866,1212.0,3.0,18.0
29.0,2.824865,284.959341,1212.0,3.0,18.0
30.0,2.628452,207.94546,1212.0,3.0,18.0
31.0,3.111835,247.749392,1212.0,3.0,18.0
32.0,2.560674,275.242017,1212.0,3.0,18.0
33.0,3.029057,349.319753,1212.0,3.0,18.0
1.0,2.804545,320.043874,1212.0,4.0,18.0
2.0,2.579923,363.786193,1212.0,4.0,18.0
3.0,2.870178,289.540992,1212.0,4.0,18.0
4.0,3.142533,235.727747,1212.0,4.0,18.0
5.0,2.589594,309.052044,1212.0,4.0,18.0
6.0,2.837812,258.256466,1212.0,4.0,18.0
7.0,2.79309,266.648848,1212.0,4.0,18.0
8.0,2.531581,347.89873,1212.0,4.0,18.0
9.0,3.13497,182.551827,1212.0,4.0,18.0
10.0,2.503711,243.731017,1212.0,4.0,18.0
11.0,3.100404,339.681255,1212.0,4.0,18.0
12.0,2.510678,306.066407,1212.0,4.0,18.0
13.0,2.995601,211.38104,1212.0,4.0,18.0
14.0,2.7864,256.471401,1212.0,4.0,18.0
15.0,3.108023,382.165497,1212.0,4.0,18.0
16.0,2.840805,277.328991,1212.0,4.0,18.0
17.0,2.925339,268.934644,1212.0,4.0,18.0
18.0,3.196144,203.187083,1212.0,4.0,18.0
19.0,2.637448,213.964686,1212.0,4.0,18.0
20.0,3.146305,325.389615,1212.0,4.0,18.0
21.0,2.937497,252.452562,1212.0,4.0,18.0
22.0,2.599706,294.162873,1212.0,4.0,18.0
23.0,2.610575,358.543159,1212.0,4.0,18.0
24.0,2.703451,306.83306,1212.0,4.0,18.0
25.0,2.927571,322.015132,1212.0,4.0,18.0
26.0,3.015122,372.018228,1212.0,4.0,18.0
27.0,2.979775,308.668515,1212.0,4.0,18.0
28.0,2.670467,307.261176,1212.0,4.0,18.0
29.0,2.592434,267.923533,1212.0,4.0,18.0
30.0,2.676318,375.036084,1212.0,4.0,18.0
31.0,2.798922,335.744743,1212.0,4.0,18.0
32.0,2.713011,204.589268,1212.0,4.0,18.0
33.0,3.169965,183.188036,1212.0,4.0,18.0
34.0,2.683171,259.991031,1212.0,4.0,18.0
35.0,2.792353,207.232004,1212.0,4.0,18.0
36.0,2.789926,338.495318,1212.0,4.0,18.0
37.0,2.680407,272.168359,1212.0,4.0,18.0
38.0,2.632014,245.005162,1212.0,4.0,18.0
39.0,2.685156,229.804549,1212.0,4.0,18.0
40.0,2.748,348.736613,1212.0,4.0,18.0
41.0,2.721657,204.374387,1212.0,4.0,18.0
42.0,2.539282,235.301271,1212.0,4.0,18.0
43.0,2.619675,254.193056,1212.0,4.0,18.0
44.0,3.04692,325.812842,1212.0,4.0,18.0
1.0,2.560607,257.383361,1212.0,5.0,18.0
2.0,2.849402,332.188581,1212.0,5.0,18.0
3.0,3.160528,344.439677,1212.0,5.0,18.0
4.0,3.006067,284.396699,1212.0,5.0,18.0
5.0,3.121362,254.003862,1212.0,5.0,18.0
6.0,2.605239,326.023379,1212.0,5.0,18.0
7.0,2.576402,311.801015,1212.0,5.0,18.0
8.0,2.841415,326.516078,1212.0,5.0,18.0
9.0,2.836074,409.809638,1212.0,5.0,18.0
10.0,3.019063,159.246414,1212.0,5.0,18.0
11.0,2.513389,240.932658,1212.0,5.0,18.0
12.0,2.628584,309.369104,1212.0,5.0,18.0
13.0,2.576259,337.822968,1212.0,5.0,18.0
14.0,2.61364,389.265737,1212.0,5.0,18.0
15.0,3.083883,248.343189,1212.0,5.0,18.0
16.0,2.543475,350.777081,1212.0,5.0,18.0
17.0,3.171815,161.008327,1212.0,5.0,18.0
18.0,3.164532,206.001632,1212.0,5.0,18.0
19.0,2.976453,231.641327,1212.0,5.0,18.0
20.0,2.933786,405.343023,1212.0,5.0,18.0
21.0,3.194861,379.787436,1212.0,5.0,18.0
22.0,2.814213,284.175426,1212.0,5.0,18.0
23.0,3.01098,226.15054,1212.0,5.0,18.0
24.0,2.605927,251.048862,1212.0,5.0,18.0
25.0,3.138942,288.357296,1212.0,5.0,18.0
26.0,3.020644,314.682113,1212.0,5.0,18.0
27.0,2.738903,313.681777,1212.0,5.0,18.0
28.0,2.98399,303.768011,1212.0,5.0,18.0
29.0,2.794817,243.814138,1212.0,5.0,18.0
30.0,2.670806,249.908159,1212.0,5.0,18.0
31.0,3.007592,385.321601,1212.0,5.0,18.0
1.0,2.906454,242.782308,1212.0,6.0,18.0
2.0,2.893807,306.60832,1212.0,6.0,18.0
3.0,2.771627,201.506755,1212.0,6.0,18.0
4.0,2.926307,394.76234,1212.0,6.0,18.0
5.0,3.042829,276.9527,1212.0,6.0,18.0
6.0,3.19952,288.016573,1212.0,6.0,18.0
7.0,3.190943,463.483278,1212.0,6.0,18.0
8.0,2.782401,281.29287,1212.0,6.0,18.0
9.0,3.001396,191.691874,1212.0,6.0,18.0
10.0,2.982202,307.342724,1212.0,6.0,18.0
11.0,2.970099,439.371963,1212.0,6.0,18.0
12.0,2.685803,370.965027,1212.0,6.0,18.0
13.0,2.54069,268.435313,1212.0,6.0,18.0
14.0,2.850704,372.892079,1212.0,6.0,18.0
15.0,2.972906,266.802697,1212.0,6.0,18.0
16.0,2.767135,264.765705,1212.0,6.0,18.0
17.0,2.720728,310.475202,1212.0,6.0,18.0
18.0,2.718813,270.728639,1212.0,6.0,18.0
19.0,2.751555,292.691968,1212.0,6.0,18.0
20.0,2.733193,167.96065,1212.0,6.0,18.0
21.0,2.538831,317.972631,1212.0,6.0,18.0
22.0,2.756243,235.409307,1212.0,6.0,18.0
23.0,2.571033,294.053753,1212.0,6.0,18.0
24.0,3.160242,313.437582,1212.0,6.0,18.0
25.0,2.796582,232.162638,1212.0,6.0,18.0
26.0,2.880564,166.871377,1212.0,6.0,18.0
27.0,2.895859,199.920283,1212.0,6.0,18.0
28.0,2.673166,220.218147,1212.0,6.0,18.0
29.0,2.863386,317.496069,1212.0,6.0,18.0
30.0,2.698686,348.42549,1212.0,6.0,18.0
31.0,2.704704,318.299464,1212.0,6.0,18.0
32.0,2.80422,143.576699,1212.0,6.0,18.0
33.0,2.73128,162.256179,1212.0,6.0,18.0
34.0,3.098519,361.547375,1212.0,6.0,18.0
35.0,2.876453,209.083578,1212.0,6.0,18.0
36.0,2.914176,277.42661,1212.0,6.0,18.0
37.0,2.981478,337.318622,1212.0,6.0,18.0
38.0,3.012859,269.56623,1212.0,6.0,18.0
39.0,3.011036,335.213352,1212.0,6.0,18.0
40.0,2.811032,301.939586,1212.0,6.0,18.0
41.0,3.068254,217.079035,1212.0,6.0,18.0
42.0,2.614415,314.259351,1212.0,6.0,18.0
43.0,2.936299,213.074787,1212.0,6.0,18.0
44.0,3.100266,156.101932,1212.0,6.0,18.0
45.0,2.676138,185.16646,1212.0,6.0,18.0
46.0,2.749173,310.464433,1212.0,6.0,18.0
1.0,2.400172,303.991169,1283.0,1.0,17.0
2.0,2.794155,250.881029,1283.0,1.0,17.0
3.0,2.851511,307.474882,1283.0,1.0,17.0
4.0,2.73987,329.802125,1283.0,1.0,17.0
5.0,2.413799,179.531695,1283.0,1.0,17.0
6.0,2.892294,253.678025,1283.0,1.0,17.0
7.0,2.581341,281.404378,1283.0,1.0,17.0
8.0,2.970488,317.214634,1283.0,1.0,17.0
9.0,3.001042,166.325548,1283.0,1.0,17.0
10.0,3.049533,253.643246,1283.0,1.0,17.0
11.0,2.815409,373.873132,1283.0,1.0,17.0
12.0,2.57469,276.376911,1283.0,1.0,17.0
13.0,2.648742,173.644617,1283.0,1.0,17.0
14.0,3.054788,209.628928,1283.0,1.0,17.0
15.0,2.923963,189.695987,1283.0,1.0,17.0
16.0,2.626687,408.106704,1283.0,1.0,17.0
17.0,2.964165,227.344764,1283.0,1.0,17.0
18.0,2.958113,292.870736,1283.0,1.0,17.0
19.0,2.773495,219.607913,1283.0,1.0,17.0
20.0,2.998969,292.020278,1283.0,1.0,17.0
21.0,2.843673,336.439362,1283.0,1.0,17.0
22.0,2.819381,414.015293,1283.0,1.0,17.0
23.0,2.730334,246.661445,1283.0,1.0,17.0
24.0,2.989623,355.927603,1283.0,1.0,17.0
25.0,2.867395,333.353091,1283.0,1.0,17.0
26.0,2.796698,309.042298,1283.0,1.0,17.0
27.0,3.096871,315.728842,1283.0,1.0,17.0
28.0,2.606811,254.5609,1283.0,1.0,17.0
29.0,2.522117,240.502057,1283.0,1.0,17.0
30.0,2.554575,317.244679,1283.0,1.0,17.0
31.0,2.410849,263.103736,1283.0,1.0,17.0
32.0,2.524439,327.220389,1283.0,1.0,17.0
33.0,2.924832,269.296275,1283.0,1.0,17.0
34.0,2.650953,199.393281,1283.0,1.0,17.0
35.0,2.933247,265.722015,1283.0,1.0,17.0
36.0,2.886429,217.720945,1283.0,1.0,17.0
37.0,2.958013,330.777979,1283.0,1.0,17.0
38.0,2.508591,249.186108,1283.0,1.0,17.0
39.0,2.438365,339.954279,1283.0,1.0,17.0
40.0,2.905498,199.477791,1283.0,1.0,17.0
41.0,2.427108,304.183747,1283.0,1.0,17.0
42.0,2.871192,300.564997,1283.0,1.0,17.0
1.0,2.585518,255.142437,1283.0,2.0,17.0
2.0,2.502516,264.119892,1283.0,2.0,17.0
3.0,2.592576,203.335926,1283.0,2.0,17.0
4.0,2.728382,240.038149,1283.0,2.0,17.0
5.0,2.765411,301.711896,1283.0,2.0,17.0
6.0,2.558552,202.678972,1283.0,2.0,17.0
7.0,2.655144,312.673379,1283.0,2.0,17.0
8.0,2.582782,195.226431,1283.0,2.0,17.0
9.0,2.612598,276.632155,1283.0,2.0,17.0
10.0,2.777561,198.564277,1283.0,2.0,17.0
11.0,2.745326,255.649615,1283.0,2.0,17.0
12.0,2.426135,356.725768,1283.0,2.0,17.0
13.0,2.673807,207.93237,1283.0,2.0,17.0
14.0,2.891562,240.484349,1283.0,2.0,17.0
15.0,2.704521,322.71737,1283.0,2.0,17.0
16.0,2.981994,348.103441,1283.0,2.0,17.0
17.0,2.804478,255.027013,1283.0,2.0,17.0
18.0,2.75474,119.982367,1283.0,2.0,17.0
19.0,2.506313,249.085604,1283.0,2.0,17.0
20.0,2.433011,267.601183,1283.0,2.0,17.0
21.0,2.53501,299.522225,1283.0,2.0,17.0
22.0,2.872117,368.341131,1283.0,2.0,17.0
23.0,2.964929,253.500021,1283.0,2.0,17.0
24.0,3.01881,239.22657,1283.0,2.0,17.0
25.0,2.404917,307.259437,1283.0,2.0,17.0
26.0,2.603171,237.050965,1283.0,2.0,17.0
27.0,3.007349,326.396674,1283.0,2.0,17.0
28.0,2.536351,375.633338,1283.0,2.0,17.0
29.0,2.516741,176.711987,1283.0,2.0,17.0
30.0,2.524624,289.402125,1283.0,2.0,17.0
31.0,2.537473,261.483242,1283.0,2.0,17.0
32.0,2.590781,284.952873,1283.0,2.0,17.0
33.0,3.07606,231.019584,1283.0,2.0,17.0
